Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","17.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","16.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","16.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","15.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","15.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","14.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","14.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","13.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","13.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","%","36.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","%","36.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","%","36.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","%","36","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","%","36.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","%","36.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","%","36.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","%","35.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","%","35.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","%","35.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","34.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","34.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","33.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","33.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","33.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","33.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","32.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","32.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","32.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","31.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","31.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","%","46.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","%","45.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","%","44.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","%","43.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","%","41.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","%","40.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","%","38.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","%","37.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072008","2007-2008","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20072009","2007-2009","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2008","2008","%","35.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082009","2008-2009","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20082010","2008-2010","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2009","2009","%","34.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092010","2009-2010","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20092011","2009-2011","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2010","2010","%","33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102011","2010-2011","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20102012","2010-2012","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2011","2011","%","31.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112012","2011-2012","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20112013","2011-2013","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2012","2012","%","30.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122013","2012-2013","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20122014","2012-2014","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2013","2013","%","28.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132014","2013-2014","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20132015","2013-2015","","","","",""
